id,sueldo,hijos,faltas_annio,antiguedad,casado_Sí,coche_Sí,casa_Propia,sindicato_Sí,sexo_M
1022,-0.9496572581642626,0.027844284659959775,-0.25530541948303803,-1.1715956285161138,1.0,1.0,0.0,0.0,1.0
1023,-0.8851426292789806,1.0222830225156652,-0.9307165821365779,-0.5710616339293507,0.0,0.0,1.0,0.0,1.0
1024,-1.213381177410275,0.027844284659959775,0.08240016184373194,-0.848231169892472,0.0,0.0,1.0,0.0,0.0
1025,-1.019737576129884,-0.9665944531957457,-0.25530541948303803,-1.0792057831950732,1.0,1.0,1.0,0.0,0.0
1026,-0.8755971535660386,0.027844284659959775,-0.593011000809808,-0.7327438632411716,0.0,0.0,1.0,0.0,0.0
1027,-1.1531667417085254,2.0167217603713707,-0.25530541948303803,-0.8020362472319519,0.0,1.0,1.0,0.0,1.0
1028,-0.8173579472652157,-0.9665944531957457,0.08240016184373194,-0.9868159378740327,0.0,0.0,1.0,0.0,0.0
1029,-1.0321117211185409,0.027844284659959775,-0.25530541948303803,-0.825133708562212,0.0,0.0,0.0,0.0,1.0
1030,-0.9641562044906647,-0.9665944531957457,-0.25530541948303803,-0.9406210152135126,0.0,0.0,0.0,1.0,1.0
1031,-1.0323463437645308,0.027844284659959775,0.4201057431705019,-0.825133708562212,0.0,1.0,1.0,0.0,1.0
1032,-0.49257128481304635,-0.9665944531957457,-0.9307165821365779,-0.6865489405806513,1.0,0.0,1.0,0.0,0.0
1033,-0.9029644188292137,0.027844284659959775,0.08240016184373194,-0.4786717886083104,0.0,1.0,1.0,0.0,1.0
1034,-1.132648258120947,1.0222830225156652,0.7578113244972718,-1.1254007058555935,0.0,1.0,1.0,0.0,1.0
1035,-0.7190701216854681,-0.9665944531957457,-0.593011000809808,-0.3631844819570099,0.0,1.0,1.0,0.0,0.0
1036,-1.1685308590420151,0.027844284659959775,-0.593011000809808,-1.1946930898463737,0.0,1.0,1.0,1.0,1.0
1037,-0.8540543954895609,1.0222830225156652,0.08240016184373194,-0.8944260925529923,0.0,1.0,1.0,1.0,1.0
1038,-1.3310422347868636,2.0167217603713707,-0.593011000809808,-0.7096464019109114,1.0,0.0,0.0,0.0,1.0
1039,-1.1921419623820468,-0.9665944531957457,-0.593011000809808,-0.7789387859016919,1.0,0.0,1.0,0.0,0.0
1040,-0.856694633452715,-0.9665944531957457,-0.25530541948303803,-0.9868159378740327,1.0,1.0,0.0,0.0,0.0
1041,-0.7375635185598468,-0.9665944531957457,-0.25530541948303803,-0.8944260925529923,1.0,0.0,1.0,0.0,1.0
1042,-0.8623021146918719,2.0167217603713707,0.08240016184373194,-0.9637184765437726,0.0,1.0,1.0,0.0,0.0
1043,-0.9254332031615823,2.0167217603713707,-0.593011000809808,-0.9868159378740327,0.0,0.0,1.0,0.0,0.0
1044,-0.9662260161457561,0.027844284659959775,0.08240016184373194,-0.6634514792503913,1.0,0.0,0.0,1.0,1.0
1045,-1.2252098247470056,1.0222830225156652,-0.25530541948303803,-0.7558413245714317,1.0,1.0,0.0,1.0,0.0
1046,-1.058331535003672,0.027844284659959775,-0.25530541948303803,-1.0099133992042928,0.0,0.0,1.0,0.0,0.0
1047,-1.001317498832377,0.027844284659959775,1.095516905824042,-0.6403540179201311,1.0,1.0,0.0,0.0,0.0
1048,-0.6674722026576947,-0.9665944531957457,0.08240016184373194,-0.7789387859016919,0.0,1.0,1.0,1.0,1.0
1049,-0.8244142233433597,1.0222830225156652,0.08240016184373194,-0.6634514792503913,0.0,0.0,0.0,0.0,0.0
1050,-1.2877917495859466,-0.9665944531957457,-0.25530541948303803,-0.7096464019109114,0.0,1.0,0.0,0.0,0.0
1051,-0.8287107505480481,1.0222830225156652,0.4201057431705019,-1.033010860534553,1.0,1.0,0.0,0.0,1.0
1052,-0.984698150342842,1.0222830225156652,-0.9307165821365779,-0.9868159378740327,1.0,1.0,1.0,0.0,1.0
1053,-1.0488909062856566,1.0222830225156652,-0.25530541948303803,-0.6865489405806513,0.0,0.0,1.0,0.0,1.0
1054,-0.7654520860145807,-0.9665944531957457,-0.593011000809808,-0.7096464019109114,0.0,1.0,0.0,1.0,1.0
1055,-0.6732182578971391,-0.9665944531957457,0.08240016184373194,-0.848231169892472,1.0,1.0,0.0,0.0,0.0
1056,-0.6951525425141123,-0.9665944531957457,-0.25530541948303803,-0.825133708562212,0.0,0.0,1.0,0.0,1.0
1057,-1.0845887418730076,-0.9665944531957457,-0.593011000809808,-0.5479641725990908,1.0,0.0,0.0,1.0,1.0
1058,-0.9680098814510474,-0.9665944531957457,-0.593011000809808,-0.9868159378740327,0.0,1.0,1.0,0.0,0.0
1059,-0.8271314468622291,2.0167217603713707,0.08240016184373194,-0.7327438632411716,1.0,1.0,1.0,0.0,1.0
1060,-0.6854157027055349,0.027844284659959775,-0.593011000809808,-0.8944260925529923,0.0,1.0,0.0,0.0,0.0
1061,-1.0053940673064503,-0.9665944531957457,-0.593011000809808,-0.8944260925529923,1.0,1.0,0.0,0.0,1.0
1062,-0.9408332470877391,-0.9665944531957457,-0.25530541948303803,-0.5941590952596109,1.0,1.0,1.0,1.0,1.0
1063,-1.1433433847992394,0.027844284659959775,-0.9307165821365779,-0.6634514792503913,1.0,0.0,1.0,0.0,1.0
1064,-1.1631118091154191,0.027844284659959775,0.08240016184373194,-0.6634514792503913,1.0,0.0,1.0,0.0,1.0
1065,-0.7212733749704662,0.027844284659959775,0.08240016184373194,-0.5479641725990908,0.0,0.0,0.0,0.0,1.0
1066,-0.6016788803517682,2.0167217603713707,-0.593011000809808,-0.848231169892472,0.0,1.0,1.0,1.0,0.0
1067,-0.9158349373532926,0.027844284659959775,-0.25530541948303803,-0.6865489405806513,1.0,0.0,0.0,0.0,0.0
1068,-0.679259791031377,2.0167217603713707,0.08240016184373194,-0.9175235538832524,1.0,1.0,1.0,0.0,1.0
1069,-0.820450567017669,1.0222830225156652,-0.25530541948303803,-0.7789387859016919,0.0,0.0,1.0,1.0,0.0
1070,-1.0418954854563163,-0.9665944531957457,0.08240016184373194,-0.8713286312227322,0.0,0.0,0.0,1.0,0.0
1071,-0.8205033571130169,2.0167217603713707,-0.25530541948303803,-0.825133708562212,0.0,1.0,0.0,0.0,0.0
1072,-0.5616911163216471,-0.9665944531957457,-0.9307165821365779,-0.7096464019109114,1.0,0.0,0.0,0.0,1.0
1073,-0.9078760972838567,1.0222830225156652,-0.593011000809808,-1.033010860534553,1.0,1.0,0.0,0.0,1.0
1074,-0.5558387476957386,-0.9665944531957457,-0.593011000809808,-0.3631844819570099,0.0,0.0,0.0,0.0,1.0
1075,-1.3399131703925846,1.0222830225156652,-0.593011000809808,-1.0792057831950732,1.0,1.0,0.0,0.0,0.0
1076,-0.7192108952730621,1.0222830225156652,-0.593011000809808,-1.1254007058555935,0.0,1.0,1.0,0.0,0.0
1077,-0.880849034857367,1.0222830225156652,-0.9307165821365779,-0.5710616339293507,1.0,0.0,1.0,1.0,1.0
1078,-0.9657648360072323,1.0222830225156652,-0.25530541948303803,-0.6634514792503913,0.0,1.0,0.0,0.0,1.0
1079,-0.8798122960403996,-0.9665944531957457,-0.593011000809808,-0.7096464019109114,1.0,0.0,1.0,1.0,0.0
1080,-1.3371790833710344,-0.9665944531957457,0.08240016184373194,-0.7096464019109114,0.0,1.0,0.0,0.0,0.0
1081,-0.9483147767117395,0.027844284659959775,-0.25530541948303803,-0.848231169892472,1.0,0.0,1.0,1.0,0.0
1082,-0.8214455136758196,-0.9665944531957457,-0.25530541948303803,-1.056108321864813,0.0,0.0,0.0,1.0,0.0
1083,-0.5749201675766294,0.027844284659959775,-0.9307165821365779,-0.825133708562212,1.0,1.0,1.0,0.0,1.0
1084,-1.0139937204777458,-0.9665944531957457,-0.593011000809808,-1.0099133992042928,0.0,1.0,1.0,1.0,0.0
1085,-1.077830876472732,2.0167217603713707,-0.593011000809808,-0.617256556589871,0.0,1.0,1.0,0.0,0.0
1086,-1.010361468639516,0.027844284659959775,0.08240016184373194,-0.8713286312227322,0.0,1.0,1.0,1.0,1.0
1087,-0.6986447539605171,1.0222830225156652,-0.593011000809808,-1.033010860534553,0.0,1.0,0.0,0.0,0.0
1088,-0.8276842764718426,-0.9665944531957457,-0.25530541948303803,-0.9175235538832524,0.0,0.0,1.0,0.0,0.0
1089,-1.0165210462925174,1.0222830225156652,-0.25530541948303803,-0.7558413245714317,0.0,0.0,0.0,1.0,1.0
1090,-0.7870982246944476,2.0167217603713707,0.08240016184373194,-0.9868159378740327,1.0,0.0,0.0,1.0,0.0
1091,-0.878642848789294,0.027844284659959775,0.4201057431705019,-1.033010860534553,0.0,0.0,0.0,0.0,0.0
1092,-0.6869341511425501,0.027844284659959775,-0.9307165821365779,-0.8020362472319519,1.0,0.0,1.0,0.0,0.0
1093,-1.054418469186023,1.0222830225156652,-0.25530541948303803,-0.8020362472319519,1.0,0.0,0.0,0.0,1.0
1094,-0.9720681200309026,-0.9665944531957457,-0.593011000809808,-0.9637184765437726,1.0,1.0,1.0,0.0,1.0
1095,-0.9862429938275312,0.027844284659959775,0.08240016184373194,-0.9637184765437726,1.0,0.0,1.0,0.0,0.0
1096,-1.2219082442004676,-0.9665944531957457,-0.593011000809808,-0.8020362472319519,0.0,0.0,1.0,1.0,1.0
1097,-0.8348615298518249,-0.9665944531957457,-0.593011000809808,-1.1715956285161138,0.0,1.0,1.0,0.0,0.0
1098,-0.8425740161429717,-0.9665944531957457,-0.25530541948303803,-1.1715956285161138,0.0,1.0,1.0,0.0,0.0
1099,-0.8988709868524599,-0.9665944531957457,-0.25530541948303803,-1.0099133992042928,0.0,1.0,0.0,0.0,1.0
1100,-0.9515950945809846,-0.9665944531957457,-0.9307165821365779,-0.8944260925529923,1.0,1.0,0.0,0.0,0.0
1101,0.24943749704513096,-0.9665944531957457,-0.9307165821365779,1.2074428885006776,1.0,0.0,0.0,0.0,0.0
1102,0.8329007590714568,2.0167217603713707,0.08240016184373194,2.0158540350597813,1.0,1.0,0.0,0.0,1.0
1103,0.8786111160764234,0.027844284659959775,-0.593011000809808,1.6000997311150993,1.0,1.0,0.0,0.0,0.0
1104,0.6090516917071828,2.0167217603713707,-0.25530541948303803,0.884078429877036,1.0,0.0,0.0,0.0,0.0
1105,0.9850293495354869,0.027844284659959775,-0.593011000809808,0.9764682751980764,1.0,1.0,1.0,0.0,0.0
1106,1.3166317998536607,-0.9665944531957457,-0.9307165821365779,0.30664189662053326,0.0,1.0,1.0,1.0,0.0
1107,2.185987888388962,0.027844284659959775,-0.593011000809808,0.9764682751980764,0.0,1.0,0.0,1.0,1.0
1108,1.182032453828145,0.027844284659959775,-0.593011000809808,0.7916885845559954,0.0,0.0,1.0,0.0,0.0
1109,1.2307005225641208,-0.9665944531957457,-0.593011000809808,1.2305403498309375,0.0,0.0,0.0,0.0,0.0
1110,1.0359659259798768,0.027844284659959775,-0.9307165821365779,0.4221292032718338,0.0,1.0,1.0,1.0,0.0
1111,-0.04583510293305627,-0.9665944531957457,-0.593011000809808,1.3691251178124981,1.0,0.0,1.0,1.0,0.0
1112,1.0640810509271443,0.027844284659959775,-0.593011000809808,2.062048957720301,0.0,1.0,1.0,1.0,1.0
1113,1.1149611712973424,0.027844284659959775,0.08240016184373194,0.9302733525375559,0.0,0.0,1.0,1.0,0.0
1114,2.524464049038869,-0.9665944531957457,-0.9307165821365779,1.2767352724914576,1.0,0.0,1.0,0.0,1.0
1115,0.966802102725153,-0.9665944531957457,-0.9307165821365779,1.4846124244637986,1.0,0.0,1.0,0.0,1.0
1116,1.256507547231463,1.0222830225156652,-0.593011000809808,0.7223962005652154,0.0,1.0,1.0,0.0,1.0
1117,1.0592727530758903,0.027844284659959775,-0.593011000809808,1.161247965840157,1.0,0.0,1.0,0.0,0.0
1118,0.3941373479805086,-0.9665944531957457,-0.9307165821365779,0.9995657365283365,0.0,0.0,1.0,1.0,0.0
1119,1.7499629634941762,2.0167217603713707,-0.593011000809808,1.068858120519117,0.0,1.0,0.0,1.0,0.0
1120,1.520683848266775,-0.9665944531957457,-0.9307165821365779,0.46832412593235406,1.0,0.0,0.0,0.0,0.0
1121,1.5436182119122799,0.027844284659959775,-0.593011000809808,1.0226631978585965,1.0,1.0,0.0,0.0,0.0
1122,0.5462256126772591,2.0167217603713707,-0.593011000809808,1.346027656482238,1.0,0.0,1.0,0.0,0.0
1123,1.902450819884878,-0.9665944531957457,-0.9307165821365779,2.0158540350597813,1.0,1.0,1.0,1.0,1.0
1124,0.2573677424795871,-0.9665944531957457,0.08240016184373194,1.6693921151058797,1.0,0.0,0.0,0.0,1.0
1125,1.4238580150498517,-0.9665944531957457,-0.593011000809808,2.5009007229952434,0.0,1.0,1.0,0.0,1.0
1126,2.364459469627268,-0.9665944531957457,-0.9307165821365779,0.46832412593235406,1.0,1.0,1.0,0.0,0.0
1127,0.49862727656784306,-0.9665944531957457,-0.593011000809808,1.6000997311150993,0.0,1.0,1.0,0.0,0.0
1128,0.7474673217088769,0.027844284659959775,-0.25530541948303803,1.138150504509897,1.0,1.0,1.0,0.0,1.0
1129,1.138083966255408,-0.9665944531957457,-0.25530541948303803,2.523998184325504,0.0,1.0,1.0,0.0,1.0
1130,0.7843155414573466,0.027844284659959775,-0.25530541948303803,0.4452266646020938,1.0,1.0,0.0,1.0,0.0
1131,0.1700807862136869,2.0167217603713707,-0.593011000809808,0.4221292032718338,1.0,1.0,1.0,1.0,1.0
1132,1.1198486542916182,1.0222830225156652,-0.593011000809808,0.5838114325836544,0.0,1.0,0.0,1.0,0.0
1133,0.45653157470265726,0.027844284659959775,-0.25530541948303803,-0.4786717886083104,0.0,1.0,1.0,0.0,0.0
1134,1.3574216800547592,-0.9665944531957457,-0.25530541948303803,0.6300063552441748,1.0,0.0,0.0,0.0,1.0
1135,0.5403387838502207,0.027844284659959775,-0.25530541948303803,0.46832412593235406,0.0,1.0,1.0,0.0,1.0
1136,1.988757493408002,0.027844284659959775,-0.593011000809808,1.115053043179637,1.0,0.0,1.0,1.0,0.0
1137,0.620210198111305,0.027844284659959775,0.4201057431705019,1.2305403498309375,1.0,0.0,0.0,0.0,0.0
1138,0.8907257097629543,-0.9665944531957457,-0.593011000809808,2.2930235710229026,1.0,0.0,1.0,0.0,0.0
1139,1.5568069373999824,1.0222830225156652,-0.593011000809808,1.6693921151058797,1.0,1.0,1.0,0.0,0.0
1140,0.3576615916825472,0.027844284659959775,-0.593011000809808,0.6069088939139148,0.0,0.0,1.0,0.0,1.0
1141,1.2130510340195364,-0.9665944531957457,-0.9307165821365779,0.37593428061131356,1.0,1.0,1.0,0.0,0.0
1142,1.8463459464667937,-0.9665944531957457,-0.9307165821365779,1.346027656482238,1.0,1.0,1.0,0.0,0.0
1143,0.1367526393508333,0.027844284659959775,-0.593011000809808,0.07566728331793218,0.0,1.0,0.0,1.0,0.0
1144,1.1879310137874826,1.0222830225156652,-0.593011000809808,2.2699261096926424,0.0,0.0,0.0,0.0,1.0
1145,1.2320686658685485,1.0222830225156652,-0.9307165821365779,1.8079768830874403,1.0,1.0,0.0,1.0,0.0
1146,1.5382160254883643,1.0222830225156652,-0.25530541948303803,0.6762012779046949,0.0,1.0,1.0,1.0,0.0
1147,0.3540909282888899,-0.9665944531957457,-0.25530541948303803,-0.1784047913149289,1.0,0.0,0.0,1.0,1.0
1148,0.30511051815544016,0.027844284659959775,-0.9307165821365779,1.9465616510690007,0.0,0.0,1.0,0.0,1.0
1149,1.38578095919301,0.027844284659959775,-0.9307165821365779,0.9302733525375559,0.0,1.0,1.0,0.0,0.0
1150,1.2538313826756418,-0.9665944531957457,-0.593011000809808,1.8541718057479604,0.0,1.0,1.0,0.0,1.0
1151,1.2265608992539379,-0.9665944531957457,0.08240016184373194,-0.10911240732414863,1.0,0.0,1.0,1.0,1.0
1152,1.282844672439589,1.0222830225156652,-0.593011000809808,0.5838114325836544,1.0,1.0,1.0,0.0,1.0
1153,0.680759704279359,-0.9665944531957457,-0.593011000809808,0.9995657365283365,1.0,1.0,1.0,0.0,0.0
1154,1.2158628397925706,0.027844284659959775,-0.593011000809808,1.0226631978585965,1.0,1.0,1.0,0.0,0.0
1155,1.251536479919554,-0.9665944531957457,0.08240016184373194,0.6762012779046949,1.0,0.0,1.0,0.0,0.0
1156,0.6606254152745888,-0.9665944531957457,-0.593011000809808,1.4384175018032785,0.0,0.0,1.0,1.0,1.0
1157,2.174015534681563,-0.9665944531957457,-0.9307165821365779,0.260446973960013,1.0,0.0,1.0,0.0,0.0
1158,1.3575624536423534,2.0167217603713707,-0.9307165821365779,0.9071758912072959,1.0,0.0,0.0,0.0,0.0
1159,0.3808657713709406,1.0222830225156652,-0.9307165821365779,1.091955581849377,0.0,1.0,0.0,1.0,0.0
1160,1.4647388115262714,2.0167217603713707,-0.9307165821365779,1.346027656482238,1.0,1.0,1.0,0.0,0.0
1161,0.5079271316982648,0.027844284659959775,-0.9307165821365779,1.4846124244637986,0.0,1.0,1.0,0.0,1.0
1162,1.5413027796746679,-0.9665944531957457,-0.9307165821365779,0.21425205129949276,1.0,1.0,1.0,0.0,0.0
1163,1.7592144277038624,0.027844284659959775,-0.9307165821365779,-0.06291748466362837,1.0,1.0,1.0,1.0,1.0
1164,0.5982561172085763,0.027844284659959775,-0.9307165821365779,1.8772692670782207,1.0,0.0,0.0,1.0,0.0
1165,1.6447075785242997,1.0222830225156652,-0.25530541948303803,1.2305403498309375,1.0,0.0,1.0,1.0,1.0
1166,1.3217524391023883,-0.9665944531957457,-0.593011000809808,0.4914215872626141,0.0,0.0,1.0,0.0,1.0
1167,1.561817597283403,0.027844284659959775,-0.25530541948303803,2.0851464190505613,1.0,1.0,1.0,0.0,1.0
1168,2.192209054486536,-0.9665944531957457,-0.593011000809808,1.068858120519117,0.0,0.0,1.0,1.0,0.0
1169,0.935699205020359,-0.9665944531957457,-0.25530541948303803,1.8079768830874403,1.0,0.0,1.0,0.0,1.0
1170,0.6375238829938161,1.0222830225156652,-0.9307165821365779,1.0457606591888566,1.0,1.0,0.0,0.0,0.0
1171,0.5578819590083405,0.027844284659959775,-0.593011000809808,2.431608339004463,0.0,0.0,1.0,1.0,1.0
1172,0.6011141143150395,-0.9665944531957457,0.08240016184373194,2.223731187032122,1.0,1.0,1.0,0.0,1.0
1173,1.0344086181671195,-0.9665944531957457,-0.9307165821365779,0.8378835072165159,0.0,1.0,1.0,0.0,0.0
1174,1.2797381219675303,0.027844284659959775,-0.9307165821365779,1.6693921151058797,0.0,1.0,1.0,1.0,1.0
1175,1.241927949370502,1.0222830225156652,-0.9307165821365779,1.4384175018032785,0.0,1.0,0.0,1.0,1.0
1176,1.5648229667393785,1.0222830225156652,-0.9307165821365779,1.9465616510690007,0.0,1.0,0.0,0.0,0.0
1177,1.087259568763632,2.0167217603713707,-0.593011000809808,0.3297393579507933,1.0,0.0,0.0,0.0,1.0
1178,1.9322127025286864,1.0222830225156652,-0.9307165821365779,1.4846124244637986,1.0,0.0,1.0,0.0,1.0
1179,0.924396992245568,-0.9665944531957457,0.4201057431705019,1.7386844990966597,1.0,0.0,0.0,0.0,1.0
1180,2.6751658405369736,0.027844284659959775,-0.593011000809808,-0.22459971397544917,0.0,0.0,0.0,1.0,0.0
1181,1.4466222772770134,0.027844284659959775,-0.593011000809808,0.19115458996923274,0.0,1.0,1.0,1.0,0.0
1182,0.5768614646773795,-0.9665944531957457,-0.593011000809808,-0.4093794046175301,1.0,0.0,0.0,0.0,0.0
1183,0.45149378657579464,1.0222830225156652,-0.9307165821365779,0.8147860458862555,0.0,1.0,1.0,1.0,0.0
1184,1.3626303027957332,-0.9665944531957457,-0.593011000809808,1.5077098857940587,1.0,1.0,1.0,1.0,1.0
1185,0.948559458803676,2.0167217603713707,-0.593011000809808,2.0389514963900415,0.0,1.0,1.0,0.0,1.0
1186,1.498434289469253,0.027844284659959775,-0.593011000809808,1.0457606591888566,1.0,1.0,0.0,0.0,0.0
1187,1.3572134524564434,0.027844284659959775,-0.9307165821365779,2.131341341711082,0.0,1.0,0.0,0.0,1.0
1188,1.0369146813045984,0.027844284659959775,0.7578113244972718,0.05256982198767216,0.0,1.0,1.0,0.0,1.0
1189,0.5829403907958222,1.0222830225156652,-0.9307165821365779,-0.1784047913149289,1.0,1.0,1.0,1.0,1.0
1190,0.19108904457476927,0.027844284659959775,-0.593011000809808,0.9533708138678164,1.0,0.0,1.0,0.0,1.0
1191,0.8177265394420653,0.027844284659959775,-0.9307165821365779,1.2767352724914576,1.0,1.0,0.0,1.0,0.0
1192,1.5819592182458602,-0.9665944531957457,-0.593011000809808,0.9764682751980764,1.0,1.0,1.0,0.0,1.0
1193,1.2052109716646329,0.027844284659959775,-0.9307165821365779,-0.4324768659477902,1.0,1.0,1.0,0.0,0.0
1194,0.3489365620348008,-0.9665944531957457,-0.9307165821365779,0.9302733525375559,0.0,0.0,1.0,0.0,1.0
1195,1.1812134741544864,1.0222830225156652,-0.593011000809808,0.09876474464819221,0.0,1.0,1.0,0.0,0.0
1196,1.3056433948678812,0.027844284659959775,-0.25530541948303803,1.4615149631335387,0.0,1.0,1.0,0.0,1.0
1197,0.5612004030575591,0.027844284659959775,-0.25530541948303803,1.2536378111611977,1.0,1.0,1.0,1.0,1.0
1198,1.1698012820143884,-0.9665944531957457,-0.25530541948303803,0.35283681928105354,0.0,1.0,0.0,0.0,0.0
1199,1.1137755937393252,-0.9665944531957457,0.4201057431705019,0.6531038165744348,0.0,1.0,1.0,0.0,0.0
1200,0.4092162521599665,1.0222830225156652,0.08240016184373194,0.260446973960013,1.0,1.0,0.0,1.0,1.0
1201,-0.28182735861884106,-0.9665944531957457,1.4332224871508117,-0.4093794046175301,0.0,1.0,1.0,0.0,1.0
1202,-0.2222925953946933,-0.9665944531957457,1.095516905824042,-0.06291748466362837,0.0,1.0,1.0,0.0,1.0
1203,-0.06912360013485205,-0.9665944531957457,2.7840448124578914,-0.7327438632411716,1.0,1.0,0.0,1.0,1.0
1204,-0.07770125743308622,2.0167217603713707,1.4332224871508117,-0.20150225264518914,1.0,0.0,0.0,0.0,1.0
1205,-0.790799396934937,1.0222830225156652,0.7578113244972718,-0.5710616339293507,1.0,1.0,0.0,0.0,1.0
1206,-0.6618023997781969,-0.9665944531957457,1.4332224871508117,-0.6634514792503913,1.0,1.0,1.0,0.0,1.0
1207,-0.2357100779622361,-0.9665944531957457,2.1086336498043514,-0.4324768659477902,0.0,1.0,1.0,0.0,1.0
1208,-0.23607667584659517,-0.9665944531957457,1.7709280684775817,-0.7558413245714317,0.0,0.0,0.0,0.0,0.0
1209,-0.23570641198339254,1.0222830225156652,2.4463392311311214,-0.5710616339293507,0.0,1.0,1.0,0.0,0.0
1210,0.7431641957422697,0.027844284659959775,2.1086336498043514,-0.8020362472319519,1.0,1.0,1.0,0.0,0.0
1211,-0.21932901809753425,-0.9665944531957457,2.1086336498043514,0.28354443529027323,1.0,0.0,0.0,1.0,1.0
1212,-0.05372208981715803,-0.9665944531957457,0.7578113244972718,-0.3631844819570099,0.0,1.0,0.0,0.0,1.0
1213,-0.10697043252031621,-0.9665944531957457,0.7578113244972718,-0.617256556589871,0.0,1.0,1.0,0.0,0.0
1214,-0.19571938114904008,0.027844284659959775,1.7709280684775817,-0.3169895592964897,1.0,1.0,1.0,1.0,1.0
1215,-0.4792205230604572,1.0222830225156652,1.7709280684775817,-0.4324768659477902,0.0,0.0,1.0,0.0,1.0
1216,-0.1641692340253278,-0.9665944531957457,0.08240016184373194,-0.45557432727805025,0.0,1.0,0.0,0.0,0.0
1217,-0.6134114790427967,-0.9665944531957457,0.4201057431705019,-0.1784047913149289,1.0,0.0,0.0,1.0,0.0
1218,-0.4562121066423117,-0.9665944531957457,1.7709280684775817,-0.13220986865440887,1.0,0.0,1.0,0.0,0.0
1219,-0.5291049635767363,2.0167217603713707,2.1086336498043514,-0.5710616339293507,0.0,1.0,0.0,0.0,1.0
1220,-0.36274650963342364,-0.9665944531957457,1.7709280684775817,-0.5941590952596109,1.0,1.0,0.0,0.0,1.0
1221,0.2920801629537805,1.0222830225156652,1.7709280684775817,-0.4786717886083104,1.0,1.0,0.0,1.0,0.0
1222,-0.9343869898891689,0.027844284659959775,2.1086336498043514,-1.1946930898463737,1.0,1.0,1.0,1.0,1.0
1223,-0.18549349976272747,-0.9665944531957457,1.4332224871508117,-0.9175235538832524,1.0,1.0,1.0,0.0,0.0
1224,-0.8597329967182833,-0.9665944531957457,2.7840448124578914,0.09876474464819221,0.0,0.0,1.0,0.0,0.0
1225,-0.5251662359071821,-0.9665944531957457,2.4463392311311214,0.19115458996923274,0.0,0.0,1.0,1.0,0.0
1226,-0.06739325812067724,0.027844284659959775,2.4463392311311214,-0.4786717886083104,1.0,0.0,0.0,0.0,1.0
1227,-0.3679067414536623,1.0222830225156652,2.1086336498043514,-0.1784047913149289,0.0,1.0,1.0,1.0,1.0
1228,-0.7028379005618163,0.027844284659959775,1.095516905824042,-0.2707946366359694,0.0,0.0,0.0,0.0,0.0
1229,-0.59654137760036,0.027844284659959775,0.7578113244972718,0.6762012779046949,0.0,0.0,1.0,0.0,0.0
