ingresos_mensuales,gastos_mensuales
88.65296582777721,23.58771127897981
96.42847375946815,80.02625856192576
46.733983792257455,44.37304976050926
100.70646969341844,82.1949098062989
89.90491896048655,14.987353176810956
26.65052320133682,77.66778401776858
85.90889658383264,30.4619363784273
22.914598421453118,86.85363435383611
104.04732242425706,83.63030178243991
29.967378215835975,51.28109945722505
59.117561142247084,40.32370477286209
59.87717271303376,53.77777305154167
47.852179016784106,53.93932165180298
91.74183341668622,80.24805076676101
67.7329371820758,56.19479156330688
101.6066765719017,82.75558544838147
19.47958272925292,78.6450333698482
97.75575987761262,20.578373171464293
53.484591091641036,42.5133009082109
86.66644915790796,92.51780847094489
54.53738974351538,52.04691184889986
21.458377862276578,78.26712973812657
60.72401058095922,53.90834750783479
52.3597330798181,50.78444346371655
55.41881250994011,47.68811841882944
51.02928121138967,55.114600008777344
85.87251401603744,18.39307079173503
99.59630661635828,78.7866122993831
95.89648592031914,20.337592407050543
17.297125895365376,78.68737812593025
16.50515929852795,90.39969835279999
91.9549288205905,78.41167159076133
10.0,83.69856126968851
51.46381145833473,55.097612582126146
97.16948678308063,82.68458535548855
55.349252310676,43.14217821301626
24.119309529659333,81.47937999346858
89.57850674515451,87.77225583534815
90.48497982496359,22.97578512718457
12.766325444474475,80.83085236339537
93.7364680256163,23.051851327167324
13.346651043346577,76.76070106222382
82.02786170602816,17.003124885231134
60.78025677546593,52.47668556161899
67.86366453595195,53.80351413390807
93.45071995855557,17.993897640570818
87.64480847190839,21.16024968678818
19.838782824005218,87.04089645116302
71.18528947223794,17.554447458683764
16.361778786980654,77.74209330386958
58.02992367388274,55.19453116502073
97.51178526048014,20.370473902098876
86.16454523858336,86.11904999726973
95.47624383110094,84.14377520534356
91.66157005989795,16.25756731721723
90.37902279096863,16.61419144243944
94.75211919093024,17.115481721687985
12.058449429580245,92.29188669457949
19.274214297502958,81.81822885566542
90.84007090093633,77.17760459721279
60.397599252599505,51.843797125259655
86.86777564821087,91.29064723763811
94.38219572670043,83.78466720256728
91.35556932579784,88.13829267726237
68.88795140004105,38.79640884444951
95.26686895369654,80.4297743597393
96.00026440282173,86.36521322465185
94.36160318360339,20.91671002869176
99.79118586887431,83.20687057307687
96.79810055570289,83.79494709155125
39.21446485352182,37.97256589643225
96.52739403577165,20.105019208163796
28.487836555447387,80.78560015774327
23.656366200773892,86.1030801285687
105.80598823104015,85.19394953584451
95.39361430470666,82.37288404279185
90.02621849859092,20.23490296882371
20.41292349440976,71.05593988429598
85.50792664325822,22.459595857532527
17.550277739636677,80.4991516536944
94.65526496499756,90.25328276275681
93.12059908526078,23.1417275463214
47.79822155766534,47.99299258495431
91.15150970604078,86.17688950903822
22.235213688550548,79.37781064472966
91.70877987888579,29.380854196079433
84.71064443435779,83.0666758377728
89.45619925771571,22.008558610494706
97.2557180389752,24.796354130426035
96.86173024121928,82.71591647354559
19.011476504731196,81.60700657180286
58.425343064159,56.813393841083595
98.17106329680672,86.71187584998945
69.24145688620425,9.180537144799795
92.55638706958139,87.07515271174668
28.182496720710063,21.506405886809045
45.88378020427592,47.09459556280249
50.36304871277457,48.57908835955995
11.365529531154314,79.88068756047852
98.51225852327556,75.86163965752073
86.40777889373781,18.932764241440765
40.46137691733707,13.790490260574549
87.43066541331653,14.703932390555241
92.47351505252865,80.32585596794364
93.40976485647482,18.44866621703272
92.31816576760129,82.62092996699208
81.43432735454562,26.769361870827066
22.34873704527604,81.33643102954933
83.7903150565218,79.45552528995428
95.79055436750033,23.95831346981468
85.88889802216784,21.218436057459563
56.75843483979209,45.71389149184179
98.48030026358457,97.48881071792418
96.38832447894212,17.04214305582085
20.436848972066183,84.358902457398
14.023162779957064,80.88587556141105
92.06465727137812,17.181377235980126
27.10645766978326,83.4534562811881
96.48751254178912,84.72369039802975
49.66291342224686,45.10513829020737
49.6968553827932,50.92235063567317
78.42330265121569,44.61372443656412
95.54632767986074,89.13262917854485
52.1684088052634,56.5337035818042
85.85502494538964,17.199094799015153
47.43469627398973,55.507171682328654
16.223521145498125,78.60854430866954
90.12255087129472,22.489991456227248
